FPrate,Sensivity[Mean],Sensivity[Lower bound],Sensivity[Upper bound]
1.940369037,0.913567960,0.889692605,0.934966207
1.941156616,0.913567960,0.889692605,0.934966207
1.941944194,0.913593769,0.889692605,0.934966207
1.942731773,0.913622439,0.889692605,0.934966207
1.943519352,0.913622439,0.889692605,0.934966207
1.944306931,0.913641393,0.889692605,0.934966207
1.945094509,0.913673222,0.889782786,0.934966207
1.945882088,0.913673222,0.889782786,0.934966207
1.946669667,0.913694978,0.889782786,0.934966207
1.947457246,0.913715839,0.889782786,0.934966207
1.948244824,0.913732588,0.889782786,0.934966207
1.949032403,0.913732588,0.889782786,0.934966207
1.949819982,0.913753808,0.889782786,0.934966207
1.950607561,0.913771510,0.889782786,0.934966207
1.951395140,0.913771510,0.889782786,0.934966207
1.952182718,0.913796127,0.889782786,0.934966207
1.952970297,0.913808763,0.889782786,0.934966207
1.953757876,0.913808763,0.889782786,0.934966207
1.954545455,0.913821220,0.889782786,0.934966207
1.955333033,0.913836420,0.889782786,0.934966207
1.956120612,0.913848817,0.889782786,0.934966207
1.956908191,0.913848817,0.889782786,0.934966207
1.957695770,0.913868427,0.889782786,0.934966207
1.958483348,0.913886011,0.889782786,0.934966207
1.959270927,0.913886011,0.889782786,0.934966207
1.960058506,0.913900256,0.889782786,0.934966207
1.960846085,0.913911939,0.889782786,0.934966207
1.961633663,0.913911939,0.889782786,0.934966207
1.962421242,0.913927019,0.889782786,0.934966207
1.963208821,0.913946986,0.890350878,0.935208857
1.963996400,0.913973868,0.890456438,0.935208857
1.964783978,0.913973868,0.890456438,0.935208857
1.965571557,0.913992524,0.890456438,0.935208857
1.966359136,0.914015234,0.890456438,0.935208857
1.967146715,0.914015234,0.890456438,0.935208857
1.967934293,0.914022863,0.890456438,0.935208857
1.968721872,0.914043725,0.890456438,0.935208857
1.969509451,0.914043725,0.890456438,0.935208857
1.970297030,0.914058805,0.890456438,0.935208857
1.971084608,0.914076209,0.890456438,0.935208857
1.971872187,0.914101541,0.890456438,0.935208857
1.972659766,0.914101541,0.890456438,0.935208857
1.973447345,0.914114892,0.890456438,0.935208857
1.974234923,0.914142966,0.890456438,0.935208857
1.975022502,0.914142966,0.890456438,0.935208857
1.975810081,0.914155543,0.890476167,0.935208857
1.976597660,0.914164364,0.890476167,0.935226262
1.977385239,0.914164364,0.890476167,0.935226262
1.978172817,0.914181590,0.890476167,0.935226262
1.978960396,0.914196789,0.890572369,0.935226262
1.979747975,0.914208770,0.890572369,0.935251772
1.980535554,0.914208770,0.890572369,0.935251772
1.981323132,0.914217949,0.890572369,0.935251772
1.982110711,0.914227188,0.890572369,0.935251772
1.982898290,0.914227188,0.890572369,0.935251772
1.983685869,0.914242923,0.890924931,0.935251772
1.984473447,0.914247990,0.890924931,0.935251772
1.985261026,0.914247990,0.890924931,0.935251772
1.986048605,0.914275587,0.890924931,0.935251772
1.986836184,0.914284587,0.890924931,0.935251772
1.987623762,0.914296329,0.890924931,0.935251772
1.988411341,0.914296329,0.890924931,0.935251772
1.989198920,0.914305508,0.890924931,0.935453713
1.989986499,0.914317966,0.891145408,0.935453713
1.990774077,0.914317966,0.891145408,0.935453713
1.991561656,0.914334953,0.891145408,0.935453713
1.992349235,0.914347291,0.891145408,0.935453713
1.993136814,0.914347291,0.891145408,0.935453713
1.993924392,0.914361179,0.891145408,0.935453713
1.994711971,0.914374292,0.891145408,0.935453713
1.995499550,0.914386868,0.891145408,0.935453713
1.996287129,0.914386868,0.891145408,0.935453713
1.997074707,0.914400041,0.891228080,0.935453713
1.997862286,0.914414942,0.891228080,0.935453713
1.998649865,0.914414942,0.891228080,0.935453713
1.999437444,0.914433897,0.891228080,0.935453713
2.000225023,0.914439201,0.891228080,0.935453713
2.001012601,0.914439201,0.891228080,0.935453713
2.001800180,0.914445817,0.891269863,0.935453713
2.002587759,0.914454997,0.891269863,0.935453713
2.003375338,0.914454997,0.891269863,0.935453713
2.004162916,0.914464295,0.891286314,0.935453713
2.004950495,0.914480805,0.891286314,0.935453713
2.005738074,0.914484143,0.891286314,0.935453713
2.006525653,0.914484143,0.891286314,0.935453713
2.007313231,0.914500654,0.891286314,0.935453713
2.008100810,0.914517939,0.891286314,0.935453713
2.008888389,0.914517939,0.891286314,0.935453713
2.009675968,0.914523661,0.891286314,0.935453713
2.010463546,0.914533019,0.891286314,0.935453713
2.011251125,0.914533019,0.891286314,0.935453713
2.012038704,0.914548159,0.891286314,0.935453713
2.012826283,0.914555788,0.891286314,0.935453713
2.013613861,0.914564967,0.891286314,0.935453713
2.014401440,0.914564967,0.891286314,0.935453713
2.015189019,0.914582968,0.891472876,0.936051130
2.015976598,0.914599657,0.891472876,0.936051130
2.016764176,0.914599657,0.891472876,0.936051130
2.017551755,0.914614439,0.891472876,0.936051130
2.018339334,0.914627790,0.892105281,0.936051130
2.019126913,0.914627790,0.892105281,0.936051130
2.019914491,0.914650977,0.892165124,0.936051130
2.020702070,0.914665878,0.892165124,0.936051130
2.021489649,0.914672434,0.892165124,0.936051130
2.022277228,0.914672434,0.892165124,0.936051130
2.023064806,0.914681435,0.892165124,0.936051130
2.023852385,0.914696217,0.892165124,0.936480701
2.024639964,0.914696217,0.892165124,0.936480701
2.025427543,0.914709568,0.892165124,0.936480701
2.026215122,0.914718509,0.892165124,0.936480701
2.027002700,0.914718509,0.892165124,0.936480701
2.027790279,0.914730728,0.892165124,0.936480701
2.028577858,0.914737403,0.892165124,0.936480701
2.029365437,0.914753437,0.892165124,0.936480701
2.030153015,0.914753437,0.892165124,0.936480701
2.030940594,0.914767444,0.892165124,0.936480701
2.031728173,0.914771736,0.892165124,0.936480701
2.032515752,0.914771736,0.892165124,0.936480701
2.033303330,0.914790988,0.892165124,0.936480701
2.034090909,0.914796889,0.892165124,0.936480701
2.034878488,0.914796889,0.892165124,0.936480701
2.035666067,0.914807856,0.892165124,0.936480701
2.036453645,0.914816320,0.892165124,0.936480701
2.037241224,0.914821208,0.892165124,0.936480701
2.038028803,0.914821208,0.892165124,0.936480701
2.038816382,0.914836287,0.892190158,0.936480701
2.039603960,0.914845228,0.892190158,0.936480701
2.040391539,0.914845228,0.892190158,0.936480701
2.041179118,0.914856911,0.892190158,0.936480701
2.041966697,0.914867818,0.892190158,0.936480701
2.042754275,0.914867818,0.892190158,0.936480701
2.043541854,0.914875686,0.892255902,0.936480701
2.044329433,0.914880693,0.892255902,0.936480701
2.045117012,0.914890647,0.892255902,0.936480701
2.045904590,0.914890647,0.892255902,0.936480701
2.046692169,0.914896607,0.892255902,0.936480701
2.047479748,0.914908469,0.892255902,0.936507940
2.048267327,0.914908469,0.892255902,0.936507940
2.049054905,0.914915860,0.892255902,0.936507940
2.049842484,0.914925039,0.892269731,0.936507940
2.050630063,0.914925039,0.892269731,0.936507940
2.051417642,0.914937139,0.892269731,0.936507940
2.052205221,0.914944708,0.892269731,0.936507940
2.052992799,0.914956450,0.892269731,0.936507940
2.053780378,0.914956450,0.892269731,0.936507940
2.054567957,0.914960682,0.892269731,0.936507940
2.055355536,0.914968848,0.892269731,0.936507940
2.056143114,0.914968848,0.892269731,0.936507940
2.056930693,0.914974749,0.892269731,0.936507940
2.057718272,0.914990485,0.892269731,0.936507940
2.058505851,0.914990485,0.892269731,0.936507940
2.059293429,0.914998770,0.892269731,0.936507940
2.060081008,0.915008128,0.892269731,0.936507940
2.060868587,0.915022075,0.892269731,0.936507940
2.061656166,0.915022075,0.892269731,0.936507940
2.062443744,0.915032983,0.892269731,0.936507940
2.063231323,0.915039897,0.892269731,0.936507940
2.064018902,0.915039897,0.892269731,0.936507940
2.064806481,0.915049434,0.892269731,0.936507940
2.065594059,0.915065527,0.892269731,0.936507940
2.066381638,0.915065527,0.892269731,0.936507940
2.067169217,0.915073633,0.892399669,0.936507940
2.067956796,0.915085554,0.892635286,0.936507940
2.068744374,0.915090501,0.892635286,0.936507940
2.069531953,0.915090501,0.892635286,0.936507940
2.070319532,0.915102482,0.892792821,0.936507940
2.071107111,0.915110707,0.892792821,0.936507940
2.071894689,0.915110707,0.892792821,0.936507940
2.072682268,0.915126979,0.892792821,0.936507940
2.073469847,0.915135264,0.892792821,0.936507940
2.074257426,0.915135264,0.892792821,0.936507940
2.075045005,0.915141106,0.892792821,0.936507940
2.075832583,0.915151000,0.892792821,0.936507940
2.076620162,0.915157974,0.892826259,0.936507940
2.077407741,0.915157974,0.892826259,0.936507940
2.078195320,0.915163159,0.892826259,0.936507940
2.078982898,0.915171385,0.892826259,0.936507940
2.079770477,0.915171385,0.892826259,0.936507940
2.080558056,0.915178239,0.892826259,0.936507940
2.081345635,0.915187359,0.892826259,0.936507940
2.082133213,0.915187359,0.892826259,0.936507940
2.082920792,0.915193319,0.892826259,0.936507940
2.083708371,0.915200889,0.892826259,0.936507940
2.084495950,0.915205956,0.892826259,0.936507940
2.085283528,0.915205956,0.892826259,0.936507940
2.086071107,0.915209353,0.892857134,0.936507940
2.086858686,0.915217757,0.892857134,0.936507940
2.087646265,0.915217757,0.892857134,0.936507940
2.088433843,0.915225446,0.892857134,0.936507940
2.089221422,0.915231228,0.892857134,0.936507940
2.090009001,0.915231228,0.892857134,0.936507940
2.090796580,0.915237308,0.892857134,0.936507940
2.091584158,0.915245831,0.892857134,0.936507940
2.092371737,0.915251791,0.892857134,0.936507940
2.093159316,0.915251791,0.892857134,0.936507940
2.093946895,0.915269852,0.892857134,0.936507940
2.094734473,0.915273905,0.892857134,0.936507940
2.095522052,0.915273905,0.892857134,0.936507940
2.096309631,0.915280342,0.892857134,0.936507940
2.097097210,0.915290773,0.892857134,0.936507940
2.097884788,0.915290773,0.892857134,0.936507940
2.098672367,0.915296733,0.892857134,0.936507940
2.099459946,0.915306389,0.892857134,0.936507940
2.100247525,0.915320218,0.892857134,0.936507940
2.101035104,0.915320218,0.892857134,0.936507940
2.101822682,0.915327787,0.892857134,0.936507940
2.102610261,0.915338039,0.892857134,0.936548233
2.103397840,0.915338039,0.892857134,0.936548233
2.104185419,0.915347159,0.892857134,0.936548233
2.104972997,0.915352404,0.892857134,0.936548233
2.105760576,0.915352404,0.892857134,0.936548233
2.106548155,0.915364087,0.892857134,0.936548233
2.107335734,0.915369987,0.892857134,0.936548233
2.108123312,0.915377557,0.892857134,0.936548233
2.108910891,0.915377557,0.892857134,0.936548233
2.109698470,0.915382624,0.892857134,0.936548233
2.110486049,0.915395081,0.892857134,0.936548233
2.111273627,0.915395081,0.892857134,0.936548233
2.112061206,0.915400088,0.892857134,0.936686933
2.112848785,0.915402472,0.892857134,0.936686933
2.113636364,0.915402472,0.892857134,0.936686933
2.114423942,0.915411115,0.892857134,0.936686933
2.115211521,0.915435433,0.892857134,0.936936915
2.115999100,0.915445089,0.892857134,0.936936915
2.116786679,0.915445089,0.892857134,0.936936915
2.117574257,0.915457189,0.892857134,0.936936915
2.118361836,0.915467083,0.892857134,0.936936915
2.119149415,0.915467083,0.892857134,0.936936915
2.119936994,0.915472031,0.892857134,0.936936915
2.120724572,0.915472925,0.892857134,0.936936915
2.121512151,0.915472925,0.892857134,0.936936915
2.122299730,0.915480494,0.892857134,0.936936915
2.123087309,0.915487230,0.892857134,0.936936915
2.123874887,0.915499151,0.892857134,0.936936915
2.124662466,0.915499151,0.892857134,0.936936915
2.125450045,0.915512443,0.892857134,0.936974764
2.126237624,0.915524304,0.892857134,0.936974764
2.127025203,0.915524304,0.892857134,0.936974764
2.127812781,0.915533543,0.892857134,0.936974764
2.128600360,0.915545642,0.892857134,0.936974764
2.129387939,0.915545642,0.892857134,0.936974764
2.130175518,0.915562391,0.892857134,0.937000871
2.130963096,0.915572643,0.892857134,0.937000871
2.131750675,0.915572643,0.892857134,0.937000871
2.132538254,0.915581048,0.892857134,0.937000871
2.133325833,0.915588021,0.892857134,0.937000871
2.134113411,0.915600598,0.892857134,0.937000871
2.134900990,0.915600598,0.892857134,0.937000871
2.135688569,0.915610135,0.892857134,0.937000871
2.136476148,0.915613472,0.892857134,0.937000871
2.137263726,0.915613472,0.892857134,0.937000871
2.138051305,0.915631473,0.892857134,0.937000871
2.138838884,0.915639877,0.892857134,0.937000871
2.139626463,0.915639877,0.892857134,0.937000871
2.140414041,0.915658355,0.892857134,0.937000871
2.141201620,0.915675998,0.892857134,0.937000871
2.141989199,0.915678561,0.892857134,0.937000871
2.142776778,0.915678561,0.892857134,0.937000871
2.143564356,0.915702045,0.892857134,0.937000871
2.144351935,0.915710330,0.892857134,0.937000871
2.145139514,0.915710330,0.892857134,0.937000871
2.145927093,0.915719807,0.892857134,0.937000871
2.146714671,0.915726542,0.892857134,0.937000871
2.147502250,0.915726542,0.892857134,0.937000871
2.148289829,0.915734947,0.892857134,0.937000871
2.149077408,0.915743411,0.892857134,0.937000871
2.149864986,0.915762305,0.892857134,0.937000871
2.150652565,0.915762305,0.892857134,0.937000871
2.151440144,0.915770292,0.892857134,0.937000871
2.152227723,0.915780663,0.892857134,0.937000871
2.153015302,0.915780663,0.892857134,0.937000871
2.153802880,0.915788174,0.892857134,0.937185943
2.154590459,0.915802956,0.892857134,0.937185943
2.155378038,0.915802956,0.892857134,0.937185943
2.156165617,0.915813208,0.892857134,0.937185943
2.156953195,0.915820062,0.892857134,0.937185943
2.157740774,0.915845811,0.892857134,0.937185943
2.158528353,0.915845811,0.892857134,0.937185943
2.159315932,0.915854752,0.892857134,0.937185943
2.160103510,0.915872335,0.892857134,0.937234938
2.160891089,0.915872335,0.892857134,0.937234938
2.161678668,0.915881693,0.892857134,0.937345445
2.162466247,0.915894389,0.892857134,0.937345445
2.163253825,0.915894389,0.892857134,0.937345445
2.164041404,0.915912747,0.892857134,0.937345445
2.164828983,0.915922701,0.892857134,0.937500000
2.165616562,0.915931821,0.892857134,0.937500000
2.166404140,0.915931821,0.892857134,0.937500000
2.167191719,0.915937781,0.893273532,0.937500000
2.167979298,0.915950716,0.893273532,0.937500000
2.168766877,0.915950716,0.893273532,0.937500000
2.169554455,0.915960431,0.893273532,0.937500000
2.170342034,0.915968776,0.893273532,0.937500000
2.171129613,0.915968776,0.893273532,0.937500000
2.171917192,0.915979147,0.893273532,0.937500000
2.172704770,0.915992439,0.893273532,0.937500000
2.173492349,0.916015625,0.893273532,0.937500000
2.174279928,0.916015625,0.893273532,0.937500000
2.175067507,0.916029155,0.893273532,0.937500000
2.175855086,0.916040301,0.893273532,0.937500000
2.176642664,0.916040301,0.893273532,0.937500000
2.177430243,0.916048944,0.893273532,0.937500000
2.178217822,0.916061699,0.893273532,0.937500000
2.179005401,0.916061699,0.893273532,0.937500000
2.179792979,0.916076899,0.893273532,0.937500000
2.180580558,0.916092038,0.893273532,0.937500000
2.181368137,0.916104615,0.893273532,0.937500000
2.182155716,0.916104615,0.893273532,0.937500000
2.182943294,0.916112304,0.893273532,0.937500000
2.183730873,0.916123033,0.893273532,0.937500000
2.184518452,0.916123033,0.893273532,0.937500000
2.185306031,0.916129768,0.893273532,0.937500000
2.186093609,0.916146755,0.893273532,0.937500000
2.186881188,0.916146755,0.893273532,0.937500000
2.187668767,0.916164875,0.893273532,0.937500000
2.188456346,0.916172624,0.893273532,0.937500000
2.189243924,0.916182935,0.893273532,0.937500000
2.190031503,0.916182935,0.893273532,0.937500000
2.190819082,0.916194141,0.893273532,0.937500000
2.191606661,0.916207373,0.893273532,0.937500000
2.192394239,0.916207373,0.893273532,0.937500000
2.193181818,0.916215956,0.893273532,0.937500000
2.193969397,0.916225195,0.893273532,0.937500000
2.194756976,0.916225195,0.893273532,0.937500000
2.195544554,0.916239858,0.893273532,0.937500000
2.196332133,0.916263938,0.893273532,0.937500000
2.197119712,0.916272461,0.893273532,0.937500000
2.197907291,0.916272461,0.893273532,0.937500000
2.198694869,0.916280866,0.893273532,0.937500000
2.199482448,0.916300178,0.893273532,0.937500000
2.200270027,0.916300178,0.893273532,0.937500000
2.201057606,0.916307688,0.893273532,0.937500000
2.201845185,0.916321218,0.893273532,0.937500000
2.202632763,0.916321218,0.893273532,0.937500000
2.203420342,0.916334033,0.893273532,0.937500000
2.204207921,0.916348398,0.893273532,0.937500000
2.204995500,0.916357636,0.893273532,0.937500000
2.205783078,0.916357636,0.893273532,0.937500000
2.206570657,0.916374564,0.893273532,0.937500000
2.207358236,0.916395009,0.893273532,0.937500000
2.208145815,0.916395009,0.893273532,0.937500000
2.208933393,0.916401863,0.893273532,0.937500000
2.209720972,0.916413844,0.893273532,0.937500000
2.210508551,0.916413844,0.893273532,0.937500000
2.211296130,0.916427374,0.893273532,0.937743187
2.212083708,0.916438580,0.893273532,0.937743187
2.212871287,0.916459084,0.893273532,0.937743187
2.213658866,0.916459084,0.893273532,0.937743187
2.214446445,0.916483641,0.893273532,0.937743187
2.215234023,0.916503191,0.893273532,0.937743187
2.216021602,0.916503191,0.893273532,0.937743187
2.216809181,0.916508079,0.893273532,0.937755942
2.217596760,0.916519165,0.893273532,0.937755942
2.218384338,0.916519165,0.893273532,0.937755942
2.219171917,0.916537225,0.893287420,0.937755942
2.219959496,0.916556001,0.893287420,0.937755942
2.220747075,0.916572273,0.893287420,0.937755942
2.221534653,0.916572273,0.893287420,0.937755942
2.222322232,0.916594505,0.893287420,0.937977910
2.223109811,0.916610777,0.893287420,0.937977910
2.223897390,0.916610777,0.893287420,0.937977910
2.224684968,0.916629374,0.893510818,0.938161135
2.225472547,0.916644812,0.893510818,0.938161135
2.226260126,0.916644812,0.893510818,0.938161135
2.227047705,0.916672587,0.893510818,0.938161135
2.227835284,0.916682661,0.893510818,0.938161135
2.228622862,0.916694522,0.893510818,0.938161135
2.229410441,0.916694522,0.893510818,0.938161135
2.230198020,0.916718006,0.893510818,0.938161135
2.230985599,0.916731000,0.893510818,0.938161135
2.231773177,0.916731000,0.893510818,0.938161135
2.232560756,0.916741192,0.893510818,0.938161135
2.233348335,0.916765034,0.893510818,0.938161135
2.234135914,0.916765034,0.893510818,0.938161135
2.234923492,0.916789651,0.893510818,0.938161135
2.235711071,0.916807234,0.893510818,0.938161135
2.236498650,0.916835666,0.893510818,0.938161135
2.237286229,0.916835666,0.893510818,0.938161135
2.238073807,0.916863501,0.893510818,0.938161135
2.238861386,0.916869462,0.893510818,0.938161135
2.239648965,0.916869462,0.893510818,0.938161135
2.240436544,0.916880429,0.893510818,0.938161135
2.241224122,0.916899562,0.893510818,0.938161135
2.242011701,0.916899562,0.893510818,0.938161135
2.242799280,0.916927993,0.893510818,0.938161135
2.243586859,0.916937232,0.893510818,0.938161135
2.244374437,0.916955769,0.893510818,0.938161135
2.245162016,0.916955769,0.893510818,0.938161135
2.245949595,0.916973650,0.893510818,0.938161135
2.246737174,0.916989923,0.893510818,0.938260078
2.247524752,0.916989923,0.893510818,0.938260078
2.248312331,0.917020500,0.893510818,0.938344598
2.249099910,0.917029023,0.893510818,0.938344598
2.249887489,0.917029023,0.893510818,0.938344598
2.250675068,0.917049050,0.893510818,0.938344598
2.251462646,0.917070448,0.893510818,0.938344598
2.252250225,0.917070448,0.893510818,0.938344598
2.253037804,0.917081535,0.893510818,0.938344598
2.253825383,0.917093277,0.893510818,0.938344598
2.254612961,0.917114675,0.893510818,0.938344598
2.255400540,0.917114675,0.893510818,0.938344598
2.256188119,0.917131782,0.893510818,0.938344598
2.256975698,0.917150199,0.893510818,0.938344598
2.257763276,0.917150199,0.893510818,0.938344598
2.258550855,0.917158544,0.893510818,0.938344598
2.259338434,0.917183161,0.893510818,0.938344598
2.260126013,0.917183161,0.893510818,0.938344598
2.260913591,0.917205930,0.893510818,0.938344598
2.261701170,0.917212903,0.893510818,0.938344598
2.262488749,0.917231679,0.893510818,0.938344598
2.263276328,0.917231679,0.893510818,0.938344598
2.264063906,0.917243540,0.893510818,0.938344598
2.264851485,0.917259216,0.893510818,0.938380301
2.265639064,0.917259216,0.893510818,0.938380301
2.266426643,0.917274177,0.893510818,0.938380301
2.267214221,0.917285204,0.893510818,0.938380301
2.268001800,0.917285204,0.893510818,0.938380301
2.268789379,0.917304099,0.894117653,0.938380301
2.269576958,0.917313457,0.894117653,0.938380301
2.270364536,0.917325377,0.894117653,0.938380301
2.271152115,0.917325377,0.894117653,0.938380301
2.271939694,0.917343974,0.894117653,0.938380301
2.272727273,0.917356789,0.894650221,0.938380301
2.273514851,0.917356789,0.894650221,0.938380301
2.274302430,0.917368650,0.894650221,0.938380301
2.275090009,0.917388558,0.894650221,0.938380301
2.275877588,0.917388558,0.894650221,0.938380301
2.276665167,0.917401135,0.894650221,0.938380301
2.277452745,0.917420924,0.894650221,0.938380301
2.278240324,0.917431056,0.894650221,0.938380301
2.279027903,0.917431056,0.894650221,0.938380301
2.279815482,0.917444527,0.894650221,0.938380301
2.280603060,0.917464137,0.894650221,0.938380301
2.281390639,0.917464137,0.894650221,0.938380301
2.282178218,0.917479157,0.894650221,0.938380301
2.282965797,0.917490959,0.894650221,0.938380301
2.283753375,0.917490959,0.894650221,0.938380301
2.284540954,0.917507946,0.894650221,0.938655436
2.285328533,0.917528987,0.894650221,0.938655436
2.286116112,0.917553604,0.894650221,0.938893497
2.286903690,0.917553604,0.894650221,0.938893497
2.287691269,0.917570651,0.894650221,0.938893497
2.288478848,0.917590559,0.894650221,0.938893497
2.289266427,0.917590559,0.894650221,0.938893497
2.290054005,0.917604506,0.894650221,0.938893497
2.290841584,0.917611241,0.894650221,0.938893497
2.291629163,0.917611241,0.894650221,0.938893497
2.292416742,0.917622983,0.894650221,0.938893497
2.293204320,0.917636216,0.894650221,0.938893497
2.293991899,0.917659521,0.894650221,0.938893497
2.294779478,0.917659521,0.894650221,0.938893497
2.295567057,0.917678237,0.894650221,0.938893497
2.296354635,0.917702615,0.894650221,0.938893497
2.297142214,0.917702615,0.894650221,0.938893497
2.297929793,0.917724669,0.894650221,0.938893497
2.298717372,0.917744756,0.894650221,0.938893497
2.299504950,0.917744756,0.894650221,0.938893497
2.300292529,0.917758107,0.894650221,0.938906729
2.301080108,0.917780399,0.895287931,0.938906729
2.301867687,0.917797148,0.895287931,0.938906729
2.302655266,0.917797148,0.895287931,0.938906729
2.303442844,0.917814970,0.895287931,0.938906729
2.304230423,0.917837143,0.895287931,0.938906729
2.305018002,0.917837143,0.895287931,0.938906729
2.305805581,0.917853892,0.895287931,0.938906729
2.306593159,0.917869925,0.895287931,0.938906729
2.307380738,0.917869925,0.895287931,0.938906729
2.308168317,0.917890847,0.895287931,0.938906729
2.308955896,0.917918324,0.895287931,0.938906729
2.309743474,0.917942286,0.895287931,0.938906729
2.310531053,0.917942286,0.895287931,0.938906729
2.311318632,0.917966187,0.895497024,0.938906729
2.312106211,0.917982340,0.895497024,0.938906729
2.312893789,0.917982340,0.895497024,0.938906729
2.313681368,0.917999387,0.895497024,0.938906729
2.314468947,0.918011308,0.895497024,0.938906729
2.315256526,0.918011308,0.895497024,0.938906729
2.316044104,0.918026507,0.895497024,0.938906729
2.316831683,0.918045044,0.895497024,0.938906729
2.317619262,0.918053448,0.895559192,0.938906729
2.318406841,0.918053448,0.895559192,0.938906729
2.319194419,0.918063521,0.895559192,0.938906729
2.319981998,0.918076932,0.895559192,0.938906729
2.320769577,0.918076932,0.895559192,0.938906729
2.321557156,0.918082893,0.895559192,0.938906729
2.322344734,0.918101311,0.895559192,0.938906729
2.323132313,0.918101311,0.895559192,0.938906729
2.323919892,0.918118417,0.895559192,0.938906729
2.324707471,0.918138623,0.895559192,0.938906729
2.325495050,0.918148816,0.895559192,0.938906729
2.326282628,0.918148816,0.895559192,0.938906729
2.327070207,0.918159068,0.895559192,0.938906729
2.327857786,0.918174684,0.895559192,0.938906729
2.328645365,0.918174684,0.895559192,0.938906729
2.329432943,0.918187499,0.895559192,0.938906729
2.330220522,0.918197632,0.895559192,0.939189196
2.331008101,0.918197632,0.895559192,0.939189196
2.331795680,0.918209314,0.895559192,0.939189196
2.332583258,0.918225944,0.895559192,0.939189196
2.333370837,0.918262303,0.895559192,0.939189196
2.334158416,0.918262303,0.895559192,0.939189196
2.334945995,0.918275833,0.895559192,0.939189196
2.335733573,0.918290973,0.895559192,0.939189196
2.336521152,0.918290973,0.895559192,0.939189196
2.337308731,0.918304324,0.895559192,0.939189196
2.338096310,0.918317020,0.895559192,0.939189196
2.338883888,0.918317020,0.895559192,0.939189196
2.339671467,0.918332160,0.895559192,0.939189196
2.340459046,0.918344557,0.895559192,0.939189196
2.341246625,0.918353796,0.895559192,0.939189196
2.342034203,0.918353796,0.895559192,0.939189196
2.342821782,0.918369651,0.895559192,0.939189196
2.343609361,0.918378830,0.895559192,0.939189196
2.344396940,0.918378830,0.895559192,0.939189196
2.345184518,0.918397307,0.895559192,0.939189196
2.345972097,0.918414176,0.895559192,0.939189196
2.346759676,0.918414176,0.895559192,0.939189196
2.347547255,0.918427706,0.895559192,0.939189196
2.348334833,0.918447793,0.895559192,0.939189196
2.349122412,0.918465674,0.895559192,0.939248621
2.349909991,0.918465674,0.895559192,0.939248621
2.350697570,0.918485463,0.895559192,0.939248621
2.351485149,0.918502390,0.895559192,0.939248621
2.352272727,0.918502390,0.895559192,0.939248621
2.353060306,0.918520868,0.895559192,0.939248621
2.353847885,0.918531001,0.895585716,0.939248621
2.354635464,0.918531001,0.895585716,0.939248621
2.355423042,0.918544412,0.895585716,0.939248621
2.356210621,0.918561041,0.895585716,0.939248621
2.356998200,0.918568671,0.895585716,0.939248621
2.357785779,0.918568671,0.895585716,0.939248621
2.358573357,0.918587863,0.895585716,0.939662814
2.359360936,0.918610573,0.895585716,0.939662814
2.360148515,0.918610573,0.895585716,0.939662814
2.360936094,0.918624580,0.895585716,0.939662814
2.361723672,0.918634593,0.895585716,0.939662814
2.362511251,0.918634593,0.895585716,0.939662814
2.363298830,0.918643773,0.895585716,0.939662814
2.364086409,0.918657362,0.895585716,0.939662814
2.364873987,0.918669045,0.895585716,0.939698517
2.365661566,0.918669045,0.895585716,0.939698517
2.366449145,0.918684840,0.895742834,0.939698517
2.367236724,0.918696642,0.895798326,0.939698517
2.368024302,0.918696642,0.895798326,0.939698517
2.368811881,0.918714166,0.895798326,0.939698517
2.369599460,0.918723404,0.895798326,0.939698517
2.370387039,0.918723404,0.895798326,0.939698517
2.371174617,0.918739319,0.895798326,0.939698517
2.371962196,0.918764412,0.895798326,0.939698517
2.372749775,0.918782890,0.895798326,0.939698517
2.373537354,0.918782890,0.895798326,0.939698517
2.374324932,0.918806911,0.895798326,0.939698517
2.375112511,0.918828726,0.895798326,0.939698517
2.375900090,0.918828726,0.895798326,0.939698517
2.376687669,0.918836296,0.895798326,0.939698517
2.377475248,0.918847203,0.895798326,0.939698517
2.378262826,0.918847203,0.895798326,0.939698517
2.379050405,0.918874621,0.895798326,0.939698517
2.379837984,0.918885767,0.895901620,0.939698517
2.380625563,0.918885767,0.895901620,0.939698517
2.381413141,0.918902397,0.895901620,0.939698517
2.382200720,0.918918967,0.895901620,0.939698517
2.382988299,0.918939710,0.895901620,0.939698517
2.383775878,0.918939710,0.895901620,0.939698517
2.384563456,0.918946385,0.895901620,0.940033793
2.385351035,0.918961525,0.895901620,0.940033793
2.386138614,0.918961525,0.895901620,0.940033793
2.386926193,0.918980479,0.895901620,0.940047979
2.387713771,0.918996871,0.896006644,0.940047979
2.388501350,0.918996871,0.896006644,0.940047979
2.389288929,0.919010401,0.896006644,0.940077841
2.390076508,0.919018090,0.896006644,0.940077841
2.390864086,0.919030428,0.896006644,0.940077841
2.391651665,0.919030428,0.896006644,0.940077841
2.392439244,0.919046640,0.896006644,0.940077841
2.393226823,0.919062674,0.896006644,0.940077841
2.394014401,0.919062674,0.896006644,0.940077841
2.394801980,0.919075310,0.896006644,0.940077841
2.395589559,0.919077873,0.896006644,0.940077841
2.396377138,0.919077873,0.896006644,0.940077841
2.397164716,0.919087052,0.896006644,0.940077841
