0.000000000,0.000000000,2.000000000
0.001126126,0.008431703,1.000000000
0.001126126,0.018549747,0.999999881
0.001126126,0.024451939,0.999999762
0.001126126,0.031197302,0.999999642
0.001126126,0.035413153,0.999999523
0.002252252,0.040472175,0.999999404
0.002252252,0.044688027,0.999999285
0.002252252,0.047217538,0.999999166
0.002252252,0.053962901,0.999998927
0.003378378,0.057335582,0.999998808
0.003378378,0.063237774,0.999998689
0.003378378,0.064924115,0.999998569
0.003378378,0.069139966,0.999998450
0.003378378,0.069983137,0.999998331
0.003378378,0.074198988,0.999998212
0.003378378,0.077571669,0.999998093
0.003378378,0.078414840,0.999997973
0.003378378,0.084317032,0.999997854
0.003378378,0.086003373,0.999997497
0.003378378,0.090219224,0.999997377
0.003378378,0.091905565,0.999997139
0.003378378,0.094435076,0.999997020
0.003378378,0.097807757,0.999996901
0.003378378,0.099494098,0.999996662
0.003378378,0.102023609,0.999996543
0.003378378,0.105396290,0.999996424
0.004504505,0.107082631,0.999996305
0.004504505,0.108768971,0.999996185
0.004504505,0.111298482,0.999996066
0.004504505,0.112984823,0.999995947
0.005630631,0.112984823,0.999995828
0.005630631,0.114671164,0.999995708
0.005630631,0.115514334,0.999995589
0.006756757,0.117200675,0.999995470
0.006756757,0.118887015,0.999995351
0.006756757,0.121416526,0.999995232
0.006756757,0.124789207,0.999994516
0.006756757,0.126475548,0.999994159
0.006756757,0.133220911,0.999993920
0.006756757,0.135750422,0.999993205
0.006756757,0.139123103,0.999992967
0.006756757,0.141652614,0.999992728
0.006756757,0.142495784,0.999992609
0.006756757,0.144182125,0.999992490
0.006756757,0.145025295,0.999992251
0.006756757,0.148397976,0.999991775
0.006756757,0.150927487,0.999991655
0.006756757,0.151770658,0.999991536
0.006756757,0.153456998,0.999991417
0.006756757,0.161045531,0.999988794
0.006756757,0.163575042,0.999988675
0.006756757,0.164418212,0.999988079
0.006756757,0.167790894,0.999987960
0.006756757,0.169477234,0.999987721
0.006756757,0.172006745,0.999987483
0.006756757,0.173693086,0.999986768
0.006756757,0.175379427,0.999986649
0.006756757,0.178752108,0.999985933
0.006756757,0.181281619,0.999985814
0.006756757,0.182967960,0.999985695
0.006756757,0.185497470,0.999985218
0.006756757,0.187183811,0.999985099
0.006756757,0.190556492,0.999984026
0.006756757,0.192242833,0.999983549
0.006756757,0.193086003,0.999982953
0.006756757,0.196458685,0.999981284
0.006756757,0.204890388,0.999979019
0.006756757,0.206576728,0.999978900
0.006756757,0.207419899,0.999978781
0.006756757,0.209106239,0.999978662
0.006756757,0.209949410,0.999978423
0.006756757,0.211635750,0.999978065
0.006756757,0.212478921,0.999977112
0.006756757,0.214165261,0.999976516
0.006756757,0.215851602,0.999976277
0.006756757,0.218381113,0.999976158
0.006756757,0.219224283,0.999976039
0.006756757,0.221753794,0.999975562
0.006756757,0.224283305,0.999974608
0.006756757,0.226812816,0.999974251
0.006756757,0.234401349,0.999969840
0.007882883,0.234401349,0.999969721
0.007882883,0.239460371,0.999968171
0.007882883,0.241146712,0.999967933
0.007882883,0.241989882,0.999967813
0.007882883,0.244519393,0.999967575
0.007882883,0.249578415,0.999965310
0.009009009,0.251264755,0.999965072
0.010135135,0.251264755,0.999964952
0.010135135,0.252107926,0.999964714
0.010135135,0.253794266,0.999964476
0.010135135,0.254637437,0.999964356
0.010135135,0.256323777,0.999964237
0.010135135,0.257166948,0.999963999
0.010135135,0.260539629,0.999963284
0.010135135,0.269814503,0.999957085
0.010135135,0.273187184,0.999955654
0.010135135,0.275716695,0.999954581
0.011261261,0.276559865,0.999954343
0.011261261,0.278246206,0.999953508
